id,name,neighbourhood,latitude,longitude,room_type,property_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_is_superhost,instant_bookable
728441976885020344,The Modern Chic 1BR Executive Suite l 24/7 Gym,Neighborhood highlights,39.9566106,-82.9940932,Entire home/apt,Entire serviced apartment,81,1,48,1.33,361,f,t
731128686322846191,Short North Hideaway/Fast Wifi,Neighborhood highlights,39.98711038,-83.01417,Entire home/apt,Entire home,166,30,126,3.51,308,f,t
732579277812272644,"Cozy OSU/Short North 2B Condo, Walkable w/ Parking",Neighborhood highlights,39.98796,-83.0119,Entire home/apt,Entire condo,140,1,75,2.19,348,t,f
734043324480904776,The Lux Pad. Steps to OSU & High Street,Neighborhood highlights,39.99031,-83.0132,Entire home/apt,Entire rental unit,85,30,18,0.51,359,t,f
734139214032565522,Comfy 3-bedroom home,Neighborhood highlights,39.98281676669662,-83.11033385,Entire home/apt,Entire home,150,2,94,2.66,260,t,f
739239113901630335,Clara's room - Quiet guests only,Neighborhood highlights,40.010068,-83.0069927,Private room,Private room in home,61,2,33,0.93,246,t,t
741382245974234708,Downtown Columbus Luxury Apartment,Neighborhood highlights,39.95923,-82.99976,Entire home/apt,Entire rental unit,133,2,101,2.83,340,t,f
741393654587229347,OSU Retreat: 5BR Boho Home with Free Parking,Neighborhood highlights,40.0098333,-83.0017877,Entire home/apt,Entire home,223,1,56,1.59,355,f,t
742632091765743375,Livingston Flat - A German Village Gem,Neighborhood highlights,39.95154,-82.99322,Entire home/apt,Entire rental unit,92,1,177,5.2,312,t,t
742676662412685084,Condo 2 bedroom with 2 Free Parking Spots,Neighborhood highlights,40.00001,-82.97457,Entire home/apt,Entire condo,64,2,116,3.27,333,t,t
743416151124719258,Storybook Village home off st parking garden oasis,Neighborhood highlights,39.9470866,-82.9911664,Entire home/apt,Entire home,142,1,130,3.72,59,t,f
744403836881095606,Updated 1 bdrm apt. in central Grandview location,Neighborhood highlights,39.98949,-83.0487,Entire home/apt,Entire rental unit,80,30,2,0.07,364,t,f
745556632346151264,Vintage/Modern One Bedroom Condo,Neighborhood highlights,39.95663,-83.08282,Entire home/apt,Entire condo,106,1,201,5.75,252,t,f
745769385798874125,Trolley District Treasure 1 BR Apt!,Neighborhood highlights,39.96086,-82.96197,Entire home/apt,Entire rental unit,77,2,52,1.46,360,t,f
745794164411299154,Old Towne East  - 1 BR Apt - Steps from E Market,Neighborhood highlights,39.96188,-82.96217,Entire home/apt,Entire rental unit,66,2,35,0.98,361,t,f
746229499418756984,"Charming, Newly Updated Home!",Neighborhood highlights,39.92878,-82.99153,Entire home/apt,Entire home,79,30,4,0.15,92,f,f
746384934820892121,The House of Cards - Beautiful Home in Columbus !,Neighborhood highlights,39.9374681,-82.9609726,Entire home/apt,Entire home,333,1,55,1.55,330,f,t
746908626527719494,Clintonville Cottage- Close to OSU & Downtown,Neighborhood highlights,40.04414,-83.01221,Entire home/apt,Entire home,160,2,70,2.47,327,t,f
749244020807392254,Modern Home - Explore Downtown - 3 BR,Neighborhood highlights,39.96838,-82.97154,Entire home/apt,Entire home,143,1,286,8.16,161,t,f
750943571070955687,The Gathering House - Spacious & Stylish w/ Garage,Neighborhood highlights,39.94911,-82.9698,Entire home/apt,Entire home,316,2,115,3.29,250,t,f
752493984480363782,Cozy Brick-Short North Condo - (fenced yard) - OSU,Neighborhood highlights,39.97956616717232,-83.00797199,Entire home/apt,Entire condo,93,2,90,2.55,170,f,t
755110185881961259,Jenny's Palace In The Heart of Columbus!,Neighborhood highlights,39.9559846,-83.0316708,Entire home/apt,Entire home,194,30,58,1.66,361,f,t
756375684920348782,Welcome to The Fulton Cottage!,Neighborhood highlights,40.0601,-83.01249,Entire home/apt,Entire home,105,1,178,6.54,172,t,t
757220077691724343,THE Plush Place #2 - Steps to OSU Medical Center.,Neighborhood highlights,39.9912751,-83.0142539,Entire home/apt,Entire serviced apartment,81,2,26,0.75,337,t,f
757220580648912943,"Short North + Ohio State area! Clean, easy parking",Neighborhood highlights,39.99085,-82.99904,Entire home/apt,Entire townhouse,126,1,120,3.68,329,t,f
758392518577290624,"THE Plush Place! Lux Studio. Walk to Campus, OSU.",Neighborhood highlights,39.99181760565635,-83.01417793,Entire home/apt,Entire serviced apartment,88,2,41,1.2,350,t,t
758882671083839347,"Spacious, 4Bd/2B Townhome by Downtown/OTE, Pets OK",Neighborhood highlights,39.96928,-82.97586,Entire home/apt,Entire townhouse,90,1,44,1.37,169,t,f
759530663691679611,The Erb House,Neighborhood highlights,39.9854401,-83.0002345,Entire home/apt,Entire home,200,30,21,0.63,332,f,f
760142840908628788,Clintonville | OSU | Entire Home,Neighborhood highlights,40.028,-83.00157,Entire home/apt,Entire home,295,30,20,0.61,269,t,f
761649332170885119,The Parsonage,Neighborhood highlights,40.0241,-83.00447,Entire home/apt,Entire home,544,2,56,1.79,259,t,f
763628153849759310,Wall of Windows - Luxe Flat,Neighborhood highlights,39.98107,-82.99913,Entire home/apt,Entire rental unit,85,27,16,0.48,243,t,f
765085402854478211,Timeless Tulane 1Bed 1 Bath Apt. Mins 2 High,Neighborhood highlights,40.0243608,-83.0151353,Entire home/apt,Entire rental unit,121,2,64,1.86,353,t,t
765435526481427299,NEW BUILD Short North Home w/Rooftop Terrace!,Neighborhood highlights,39.9832831,-83.0207311,Entire home/apt,Entire home,530,2,124,3.7,333,t,f
765446622926547161,Lovely home in historic Old Oaks! Great location!,Neighborhood highlights,39.9519363,-82.9684069,Entire home/apt,Entire home,90,2,26,0.78,358,t,f
767613127649479778,"Cozy 3BR | Walk to Parks, Near Airport & Downtown",Neighborhood highlights,39.9684,-82.95339,Entire home/apt,Entire home,193,3,30,0.89,257,f,f
768930575097658199,Short North Condo | Walkable + Parking | Laundry,Neighborhood highlights,39.9871768,-83.0111282,Entire home/apt,Entire condo,135,1,92,2.7,345,t,f
773153002951863592,"Clintonville Cozy Haven! Near Parks, Shops & OSU!",Neighborhood highlights,40.0521024,-83.0206408,Entire home/apt,Entire rental unit,72,2,32,0.99,346,t,t
773203560367862318,RetroChic Clintonville Cozy Escape Near Top Sights,Neighborhood highlights,40.0521161,-83.0207071,Entire home/apt,Entire rental unit,77,2,33,0.99,339,t,t
773751205828249133,Spacious Luxury Downtown Loft (Free Parking!),Neighborhood highlights,39.9560944,-82.9952743,Entire home/apt,Entire loft,105,1,143,4.4,164,f,f
775638980076669751,Downtown Lux Suite- Short North- Starbucks Machine,Neighborhood highlights,39.98679,-83.0041,Entire home/apt,Entire rental unit,110,30,2,0.12,365,f,t
779722438698139740,2bdr Townhouse in Franklinton | Fenced in Backyard,Neighborhood highlights,39.9598606,-83.0361166,Entire home/apt,Entire townhouse,106,2,53,1.85,31,t,f
780597666151919049,(F) Boutique airbnb next to Convention center,Neighborhood highlights,39.97998,-83.00396,Entire home/apt,Entire rental unit,153,2,16,0.56,360,f,f
780778206109436137,2 full beds. Free WI-FI. Free parking.,Neighborhood highlights,39.96653,-82.91321,Private room,Private room in home,35,2,40,1.2,176,t,f
780789669497743854,Twin and full bunk bed. Free WI-FI. Free parking.,Neighborhood highlights,39.96638,-82.91313,Private room,Private room in home,37,2,70,2.08,77,t,f
780988627342552426,Downtown Columbus Studio w/ Free Parking,Neighborhood highlights,39.95523,-82.99593,Entire home/apt,Entire rental unit,84,1,116,3.49,239,t,f
781208451593806536,The Getaway - Centrally Located!,Neighborhood highlights,39.96334,-82.97036,Entire home/apt,Entire guest suite,87,1,52,1.77,258,f,f
782624361578725247,Red Brick Getaway - Columbus,Neighborhood highlights,39.9376025,-82.9877867,Entire home/apt,Entire rental unit,59,30,41,1.21,343,f,t
782824556968380685,Cozy 3 bedroom house w/garage,Neighborhood highlights,39.94619,-83.04349,Entire home/apt,Entire home,106,2,88,2.68,358,f,f
783525476980404129,NEW Elegant Home w/ Themed Rooms,Neighborhood highlights,39.91046,-82.83995,Entire home/apt,Entire home,200,30,5,0.15,145,f,f
784277326049568978,Lux Cape Cod by TyKen. Minutes to Downtown CO,Neighborhood highlights,40.03009,-82.97833,Entire home/apt,Entire home,180,2,18,0.72,89,t,f
785353797091228689,Downtown apartment,Neighborhood highlights,39.9629,-83.00005,Entire home/apt,Entire rental unit,61,30,5,0.26,161,f,f
786399947367593370,Palace Ramses - OSU/SOHUD Prvt Barcade/Gym/Throne,Neighborhood highlights,40.01392,-83.00688,Entire home/apt,Entire home,128,2,62,1.95,322,t,f
787095681330417801,"Luxury Downtown Condo | Fast Wi-Fi, Gym, Pool",Neighborhood highlights,39.96236,-82.99616,Entire home/apt,Entire rental unit,124,30,1,0.03,330,f,t
791261651967509504,Spectacular Space -1BR- Columbus,Neighborhood highlights,40.0089301,-82.9977367,Entire home/apt,Entire loft,168,30,43,1.46,237,f,t
791339936508118840,Gorgeous Getaway -1BR- Columbus!,Neighborhood highlights,40.0089301,-82.9977367,Entire home/apt,Entire rental unit,119,30,33,1,345,f,t
791874947680975233,Relaxing Retreat! - Central Downtown/OSU,Neighborhood highlights,39.9899218,-83.0429103,Entire home/apt,Entire townhouse,101,1,254,7.85,251,t,t
792194276530894828,SuperHost: Private room on OSU Campus,Neighborhood highlights,40.01014,-83.005,Private room,Private room in home,58,5,7,0.22,236,t,f
792993588056946373,King bed.  Free WI-FI. Free parking.,Neighborhood highlights,39.96787,-82.91384,Private room,Private room in home,41,2,58,1.75,145,t,f
795479838867913879,Historic German Village Industrial Masterpiece.,Neighborhood highlights,39.95054,-82.98666,Entire home/apt,Entire condo,232,2,61,1.87,28,f,t
798489366824514441,The Famous Brewery District Bear House | Perfectly,Neighborhood highlights,39.9455,-82.99975,Entire home/apt,Entire home,281,30,35,1.07,72,f,f
799473995571640216,Entire Mansion with Fireplaces,Neighborhood highlights,39.97872,-83.01136,Entire home/apt,Entire home,1241,2,39,1.26,57,t,f
800649148832341112,•Melina Rm on KING• Central CBUS,Neighborhood highlights,39.98987,-83.00897,Private room,Private room in home,54,2,32,1.02,0,t,t
801636431143402930,"Cozy 3-Bdrm2-Bath Home, Sleeps6",Neighborhood highlights,39.9978537,-82.9810647,Entire home/apt,Entire home,85,1,60,1.84,327,t,f
803546686211305565,Urban Clean Close to Downtown-Highway-Hospitals,Neighborhood highlights,39.95513,-83.02114,Entire home/apt,Entire rental unit,83,30,1,0.2,74,t,f
804209692662515326,"<3mi to Med Centers, OSU, Stadiums & Short North",Neighborhood highlights,40.0182911,-83.0061838,Entire home/apt,Entire townhouse,99,30,10,0.32,167,t,f
805632698575944965,Private Room near Easton Shopping area & Airport,Neighborhood highlights,39.96646,-82.9147,Private room,Private room in home,38,1,12,0.41,154,f,t
805825435548215088,Blenkner Bungalow/GVillage/PetsOK,Neighborhood highlights,39.95147,-82.99618,Entire home/apt,Entire cottage,89,1,115,3.55,326,t,f
806409687730492892,2 Bedroom Condo w/ 2 Free Parking Spots,Neighborhood highlights,39.99964,-82.97512,Entire home/apt,Entire home,61,2,119,3.66,311,t,t
806722867307211519,The Broad Apt | Downtown | Pool Table Pet-friendly,Neighborhood highlights,39.96307,-82.98441,Entire home/apt,Entire rental unit,64,30,3,0.11,337,f,f
807210908895813508,Stylish Haus | Heart of German Village | Parking,Neighborhood highlights,39.95129,-82.99213,Entire home/apt,Entire rental unit,142,2,102,3.28,155,t,f
807722868531393426,Nova Bexley Villas,Neighborhood highlights,39.9742073,-82.9130087,Entire home/apt,Entire rental unit,148,3,6,0.36,60,f,f
810933415364899755,Cozy/Spacious Room in Victorian Village,Neighborhood highlights,39.98258,-83.01241,Private room,Private room in home,89,2,69,2.27,349,f,f
811025708499167750,Centrally Located 2BR,Neighborhood highlights,40.076223,-83.01471032,Entire home/apt,Entire home,77,10,47,1.46,133,t,f
813768283203499016,Stunning home Downtown free street parking,Neighborhood highlights,39.97313,-82.97953,Entire home/apt,Entire home,165,2,48,1.51,353,f,f
814670697230522144,The Broad | Modern Design kitchen & Pet Friendly,Neighborhood highlights,39.96258,-82.98405,Entire home/apt,Entire rental unit,71,30,2,0.09,319,f,f
816185109316171479,The Broad | Luxury Fully Furnish Downtown Columbus,Neighborhood highlights,39.96254,-82.98498,Entire home/apt,Entire rental unit,64,30,2,0.07,269,f,f
816218834091659708,Mid-Century Downtown Loft (Free Parking),Neighborhood highlights,39.956105,-82.995137,Entire home/apt,Entire loft,103,1,118,3.69,206,f,f
816566225615732267,Perfect for Nurse's near 5 Hospital in Downtown,Neighborhood highlights,39.96408,-82.98485,Entire home/apt,Entire rental unit,71,30,1,0.04,189,f,f
816578451376642244,The Broad | Cozy Affordable Luxury in Downtown,Neighborhood highlights,39.96368,-82.98464,Entire home/apt,Entire rental unit,83,30,1,0.36,310,f,f
816859051883319999,The Broad | Modern Sleek Design w/ Private Parking,Neighborhood highlights,39.96305,-82.98348,Entire home/apt,Entire rental unit,71,30,2,0.11,103,f,f
817216477469473078,Heart of Columbus - Private Parking & Yard,Neighborhood highlights,39.9827721,-83.0133795,Entire home/apt,Entire home,203,2,101,3.25,356,t,t
817392309398021829,Modern unit in Short North/OSU,Neighborhood highlights,39.98205,-83.00401,Entire home/apt,Entire rental unit,83,30,82,2.6,270,t,t
823370714039997890,Magnolia Modern 1BR Near DT on Historic Street,Neighborhood highlights,39.96286,-82.97379,Entire home/apt,Entire rental unit,85,2,101,3.28,332,t,f
829187241889763632,Short North Retreat off High St!,Neighborhood highlights,39.9804599,-83.0015593,Entire home/apt,Entire home,121,2,58,1.9,338,t,f
830664191030564769,Spacious 4BD 2BA Home Near OSU & Fairgrounds,Neighborhood highlights,40.0114092,-82.998166,Entire home/apt,Entire home,124,1,170,5.38,148,t,t
831050468508168359,The Short North Arches Overlook,Neighborhood highlights,39.97477416168007,-83.00322707,Entire home/apt,Entire rental unit,95,2,67,2.15,251,f,f
831853286219350588,4 Bed Townhome near Goodale Park,Neighborhood highlights,39.97826269999999,-83.0074235,Entire home/apt,Entire home,259,1,55,1.89,330,t,t
833378141562863210,Newly Renovated 1 Bedroom,Neighborhood highlights,40.023858,-83.0287375,Entire home/apt,Entire rental unit,72,2,53,1.7,107,f,t
833405951944559002,Upland Bedroom#4,Neighborhood highlights,40.0654901,-82.9888387,Private room,Private room in home,28,30,3,0.11,56,f,f
834078261853006687,"OSU Football, Privacy fence, Close to downtown",Neighborhood highlights,39.98022,-83.01822,Entire home/apt,Entire home,350,2,75,2.46,27,f,f
835627960871138774,Quiet & close to everything,Neighborhood highlights,39.9611049,-83.0271456,Entire home/apt,Entire home,95,30,3,0.1,301,t,f
835685347908206906,"•The House on KING• Central CBUS, OSU Med, Dwntwn",Neighborhood highlights,39.99064,-83.0085,Entire home/apt,Entire home,501,2,15,0.56,230,t,t
837033020572776135,Newly Renovated 2 Bedroom,Neighborhood highlights,40.0030854,-83.0013498,Entire home/apt,Entire rental unit,75,2,47,1.54,167,f,t
837219984885154503,PrivateParking/Entrance_OSU/ExpoCentr 6B Renovated,Neighborhood highlights,39.99677,-82.99836,Entire home/apt,Entire rental unit,98,2,104,3.33,183,t,t
839141433192990824,Cozy Corner: A Modern Townhome,Neighborhood highlights,39.9439929,-82.9716448,Entire home/apt,Entire home,106,2,27,0.96,33,t,f
839742931581654915,"Stylish 3BR Historic Charm, Walk to Franklin Park",Neighborhood highlights,39.96831,-82.95469,Entire home/apt,Entire home,147,1,49,1.59,230,f,t
840461397125310005,"Great Location Downtown, Close to Everything!",Neighborhood highlights,39.96056,-82.99548,Entire home/apt,Entire home,102,30,2,0.09,268,f,f
840682366320281429,Housepitality - Franklinton Manor - Spacious,Neighborhood highlights,39.95783,-83.02695,Entire home/apt,Entire home,134,1,8,0.26,365,f,t
840682863259564941,The Retro Sleepover Pad- 2 BR/1.5BA,Neighborhood highlights,39.9849,-82.9995,Entire home/apt,Entire home,113,1,30,0.97,343,f,f
840698544842469721,"•Rennala Rm on KING• CBUS, OSU",Neighborhood highlights,39.98939,-83.00903,Private room,Private room in home,54,2,36,1.17,2,t,t
841307565119301374,Best deal that sleeps a lot and centrally located,Neighborhood highlights,39.94452,-82.95092,Entire home/apt,Entire home,145,3,99,3.21,303,f,f
841340531853877308,Living Lavish - 3 Bedrooms with 2 Car Garage,Neighborhood highlights,39.94869,-82.97433,Entire home/apt,Entire home,101,2,114,3.73,326,t,t
841358523797552289,Undeniably Perfect Location!,Neighborhood highlights,39.9903668,-83.0435192,Entire home/apt,Entire rental unit,85,30,4,0.14,284,t,f
841410723600460827,German Village Getaway w/ Grill: 4 Mi to OSU!,Neighborhood highlights,39.94757,-82.98861,Entire home/apt,Entire home,235,2,36,1.32,357,f,t
844193240965578140,Luxury New Build - Rooftop Patio! - Columbus!,Neighborhood highlights,39.9626112,-82.965743,Entire home/apt,Entire home,183,30,58,1.9,349,f,t
844206603274297683,Private Room w/ King Bed in the Heart of Columbus,Neighborhood highlights,39.98143,-83.0155,Private room,Private room in home,59,2,95,3.41,245,t,f
844934158683240918,The Dream Stay on Neil Parking Included,Neighborhood highlights,39.99011,-83.01486,Entire home/apt,Entire rental unit,96,2,15,0.49,343,t,t
845895493834179724,High Rated 10 beds•OSU•Stadium•1 Parking•Fencd Yrd,Neighborhood highlights,40.01086,-83.00793,Entire home/apt,Entire townhouse,173,2,113,3.7,90,f,f
846263205777248847,Stylish Stay on Oak - Columbus!,Neighborhood highlights,39.9626145,-82.9658189,Entire home/apt,Entire home,184,1,42,1.38,355,f,t
846479691151428673,"Cozy & Modern Home, Free Parking",Neighborhood highlights,40.017,-83.00941,Entire home/apt,Entire home,97,1,200,6.7,165,f,f
847056756366090637,Urban 1BD 1BA Apartment Near OSU FREE Parking,Neighborhood highlights,39.9976064,-82.9985436,Entire home/apt,Entire rental unit,96,1,170,5.53,118,t,t
847088026764275169,Cozy Home in Heart of Columbus - Gym!,Neighborhood highlights,39.9710354,-82.9713047,Entire home/apt,Entire home,259,1,40,1.31,358,f,t
848487697704786874,Bright Apartment close to THE OSU University,Neighborhood highlights,39.98728,-83.04649,Entire home/apt,Entire home,104,4,5,0.23,190,t,f
849179625754725953,2 BR Totally Renovated and Chic,Neighborhood highlights,39.99073,-83.01358,Entire home/apt,Entire rental unit,117,1,42,1.75,360,t,f
849340771125091455,Woodward Park Charmer - 2 Ba 5 Bed - Fenced yard,Neighborhood highlights,40.069692,-82.9854983,Entire home/apt,Entire home,235,1,15,0.6,149,f,f
849926778795667204,Walkable German Village home w/ fenced yard,Neighborhood highlights,39.94401,-82.99301,Entire home/apt,Entire townhouse,112,21,87,2.87,333,f,t
851580481804392486,Historic German Village Abode 1,Neighborhood highlights,39.9443075,-82.9921381,Entire home/apt,Entire home,86,2,49,1.71,259,f,f
852148176404452449,Oak Street Rooftop - Columbus!,Neighborhood highlights,39.9626222,-82.9659683,Entire home/apt,Entire home,169,30,43,1.41,339,f,t
852192989726014033,Luxurious Experience - Columbus!,Neighborhood highlights,39.9626172,-82.9658924,Entire home/apt,Entire home,199,1,20,0.69,341,f,t
854385843218469095,Dublin Getaway - Near Columbus!,Neighborhood highlights,40.0824579,-83.0974068,Entire home/apt,Entire home,198,1,50,1.65,356,f,t
855328293073646731,A dedicated workspace for digital nomads with pets,Neighborhood highlights,39.99756,-82.99664,Entire home/apt,Entire rental unit,73,1,142,4.68,56,t,f
855391049223539513,"Dedicated workspace w/24"" monitor, lux king bed",Neighborhood highlights,39.99763,-82.99649,Entire home/apt,Entire rental unit,73,1,130,4.39,73,t,f
855436457807788122,Centrally located studio; pet-friendly; workspace,Neighborhood highlights,39.99544,-82.99625,Entire home/apt,Entire rental unit,64,1,166,5.48,71,t,f
856548105297158367,King Beds+Games | HUGE Downtown Retreat | Dogs ok,Neighborhood highlights,39.95644,-83.02677,Entire home/apt,Entire home,242,1,85,2.8,282,t,f
856624018805207416,Historic German Village Abode 2,Neighborhood highlights,39.9443044,-82.9921738,Entire home/apt,Entire home,92,2,73,2.53,264,f,f
857856824390795667,"Quiet Comfy 3Bd/2B Home w/Hot Tub, Deck & Fire Pit",Neighborhood highlights,39.9327256,-82.9068077,Entire home/apt,Entire home,158,1,91,3.05,345,t,f
858225057313265991,New Albany / Westerville Home,Neighborhood highlights,40.10377,-82.85648,Entire home/apt,Entire home,131,105,2,0.09,204,f,f
858490616076981896,Stunning 1 Bedroom near Short North,Neighborhood highlights,39.9868726,-83.0034668,Entire home/apt,Entire rental unit,84,2,68,2.35,152,f,t
858490891657022095,Beautiful 1 Bedroom Steps From The Short North,Neighborhood highlights,39.9866624,-83.0034624,Entire home/apt,Entire rental unit,88,2,48,1.73,212,f,t
858666475816778847,Stylish 1BD 1BA Near OSU Fairgrounds FREE Parking,Neighborhood highlights,39.9975749,-82.9986014,Entire home/apt,Entire rental unit,95,1,122,4.05,137,t,t
859845313720748944,3 bed+2.5 bath townhome close to downtown,Neighborhood highlights,39.92995885189664,-82.9931119,Entire home/apt,Entire townhouse,70,31,37,1.23,300,f,f
860192892447918862,Modern City Retreat - Free Parking,Neighborhood highlights,40.01615,-83.01121,Entire home/apt,Entire home,82,2,155,5.14,157,f,f
860293477744397731,10 Min to Airport | Modern | Workspace | Unit D,Neighborhood highlights,39.962999,-82.9730686,Entire home/apt,Entire townhouse,108,2,141,4.8,256,f,f
861512600863185997,Luxury 2-Bed in Grandview,Neighborhood highlights,39.9880784,-83.0325291,Entire home/apt,Entire rental unit,116,2,75,2.64,124,f,t
863626267283261533,207B | Luxury 1 Bedroom Suite | Downtown Columbus,Neighborhood highlights,39.95814,-82.99961,Entire home/apt,Entire rental unit,139,1,30,1.01,0,t,f
865518436368299093,Short North just off High | OSU |The Century House,Neighborhood highlights,39.98683219999999,-83.0080841,Entire home/apt,Entire home,249,2,101,3.44,331,t,f
866921154124919032,218B | Pet friendly | Urban Retreat | DT CBUS,Neighborhood highlights,39.95838,-83.00069,Entire home/apt,Entire rental unit,137,1,40,1.37,0,t,f
867571914944436749,Downtown Tranquil Stay w/ parking,Neighborhood highlights,39.9615,-83.03938,Entire home/apt,Entire townhouse,136,2,40,1.37,32,t,f
868017239651041397,213B | Cozy DT Retreat | Gym + Bar + Coffee Shop,Neighborhood highlights,39.95763,-83.00077,Entire home/apt,Entire rental unit,137,1,18,0.61,0,t,f
868140193939718649,110B | Cozy Winter Retreat DT Cbus,Neighborhood highlights,39.95759,-83.00096,Entire home/apt,Entire rental unit,133,1,27,0.91,57,t,f
868145238674184699,214B | Luxury Studio Suite | Downtown Columbus,Neighborhood highlights,39.95628,-82.99962,Entire home/apt,Entire rental unit,136,1,28,0.97,0,t,f
868148246033612548,210B | 1 Bedroom with Balcony | Downtown Columbus,Neighborhood highlights,39.95645,-83.00037,Entire home/apt,Entire rental unit,139,1,47,1.58,0,t,f
868151495277954498,114B | Studio Suite with Patio | Downtown Columbus,Neighborhood highlights,39.95773,-83.00118,Entire home/apt,Entire rental unit,139,1,19,0.66,0,t,f
868155449573971065,112B| Luxury Studio Suite |Downtown Columbus,Neighborhood highlights,39.95661,-83.00097,Entire home/apt,Entire rental unit,149,1,19,0.64,0,t,f
871966357029094951,"Modern unit close to OSU, Downtown and Hospitals",Neighborhood highlights,39.9850341,-82.9805819,Entire home/apt,Entire rental unit,70,3,7,0.3,145,f,f
874674970413679661,Carriage House @ The Manor,Neighborhood highlights,39.9659387,-82.9754623,Entire home/apt,Entire rental unit,82,1,104,3.54,214,t,t
875611506436569047,New Loft-Quiet Spot- Private Deck-Driveway Parking,Neighborhood highlights,40.03896,-83.03128,Entire home/apt,Entire rental unit,145,60,66,2.3,96,t,f
876868837471344495,Cozy & Stylish Apt  Grandview!,Neighborhood highlights,39.9908,-83.04391,Entire home/apt,Entire rental unit,85,30,8,0.31,346,t,f
878180751245459080,Highland House: Three Private Rooms w/ Onsite Host,Neighborhood highlights,39.98435,-83.01104,Private room,Private room in home,212,3,6,0.63,63,f,f
878769702660407466,New OTE home -4bds/2.5b-pets OK!,Neighborhood highlights,39.96561,-82.96709,Entire home/apt,Entire home,154,30,37,1.31,173,t,f
878984772892729595,Luxury Living!  3-Story Home with Rooftop Patio!,Neighborhood highlights,39.9627354,-82.9661239,Entire home/apt,Entire home,420,30,38,1.33,365,f,t
880393926641547118,The Sapphire Haus on Mohawk,Neighborhood highlights,39.9459,-82.99284,Entire home/apt,Entire townhouse,114,1,172,6.31,79,t,f
880487461070262162,Luxury Room Rental - Denali - Walk to OSU,Neighborhood highlights,39.99238,-83.00185,Private room,Private room in home,48,30,2,0.15,313,f,f
881809126151279642,"German Village Serenity, Steps to Schiller Park",Neighborhood highlights,39.9434587,-82.9945671,Entire home/apt,Entire home,242,2,88,3.17,68,t,t
883984182238260534,Cozy 2-Bed Unit in Grandview,Neighborhood highlights,39.9880784,-83.0325291,Entire home/apt,Entire rental unit,111,2,58,2.22,146,f,t
884063038772022297,Centrally located renovated home,Neighborhood highlights,39.94619,-82.96823,Entire home/apt,Entire home,113,2,60,2.06,5,t,t
884199385545532892,Quaint One Bedroom Condo,Neighborhood highlights,39.95713,-83.08343,Entire home/apt,Entire condo,98,1,126,4.44,255,t,f
886888483771202009,Fairgrounds Flat Located in across fairgrounds,Neighborhood highlights,39.99918,-82.98207,Entire home/apt,Entire home,138,30,11,0.39,259,f,f
887098839860951962,Mohawk Flat - A Unique + Cozy Getaway,Neighborhood highlights,39.95277,-82.99263,Entire home/apt,Entire rental unit,97,1,200,7.14,209,t,t
891531799849531219,"Cozy escape w/ Hot Tub, ideal for family & friends",Neighborhood highlights,39.95369,-82.96205,Entire home/apt,Entire home,191,2,174,6.22,251,t,f
892768636901833330,Entire Duplex | Fenced Backyard | Garage | Grill,Neighborhood highlights,39.98256,-83.01099,Entire home/apt,Entire condo,344,2,12,0.44,344,t,f
894301792450605374,Modern Long Stay 2BR | Walk-In Shower | No Steps,Neighborhood highlights,40.05884,-83.15776,Entire home/apt,Entire rental unit,180,30,1,0.07,365,t,f
896966725478765365,2 Cozy Condos In The Heart Of Short North/OSU,Neighborhood highlights,39.9878,-83.01081,Entire home/apt,Entire condo,307,1,5,0.18,336,t,f
899302351936193729,Quirky 1 BR Short North Loft w/ Private Courtyard,Neighborhood highlights,39.98335911555516,-83.00085494,Entire home/apt,Entire place,102,1,97,4.36,327,t,f
902762021938728062,9 Min to Short North | Convenient & Cozy | Unit B,Neighborhood highlights,39.9629955,-82.9730703,Entire home/apt,Entire townhouse,91,2,89,3.38,262,f,f
902822108997131593,The Duke of Dublin | Walk-In Shower | Gated!,Neighborhood highlights,40.05691,-83.15646,Entire home/apt,Entire rental unit,212,30,1,0.04,351,t,f
908087584601677540,Franklin Conservatoire Mansion- Free Parking!,Neighborhood highlights,39.96722,-82.95393,Entire home/apt,Entire home,239,2,14,0.5,341,t,f
908536416328015788,Stylish Getaway!-Columbus-3 Bedroom Masterpiece!,Neighborhood highlights,39.9519,-82.98677,Entire home/apt,Entire rental unit,279,2,25,0.91,5,f,t
909368416669747709,Perfect Stay - 2 Bedrooms - Columbus!,Neighborhood highlights,39.9690838,-82.9726906,Entire home/apt,Entire home,154,1,25,0.91,337,f,t
909429921312742309,Minutes to OSU - German Village Large & Luxurious,Neighborhood highlights,39.94142,-82.98813,Entire home/apt,Entire home,227,2,64,2.33,23,t,t
910240546971267911,Home in Columbus - Grandview!,Neighborhood highlights,39.99586,-83.03005,Entire home/apt,Entire home,182,1,28,1.4,1,t,f
911862107626766484,Castle style red brick house,Neighborhood highlights,39.94214,-82.95982,Entire home/apt,Entire home,135,3,17,0.7,251,t,f
912365946070581653,The Clintonville Nest,Neighborhood highlights,40.02382,-83.01437,Entire home/apt,Entire rental unit,72,30,8,0.3,339,t,f
912864011222281450,Work Of Art!-3 Bedroom Elegant Townhome-Columbus,Neighborhood highlights,39.94938,-82.98656,Entire home/apt,Entire rental unit,257,2,43,1.6,28,f,t
